epoch,train_loss,valid_loss,accuracy,time
0,2.2088403701782227,0.9927567839622498,0.5560747385025024,07:51
1,0.9226547479629517,0.7415448427200317,0.5700934529304504,07:50
2,0.6995387673377991,0.6859490275382996,0.6028037667274475,07:50
3,0.6833804249763489,0.7014069557189941,0.5887850522994995,07:50
4,0.6660845875740051,0.6623521447181702,0.5981308221817017,07:50
5,0.6485692858695984,0.6681253910064697,0.6028037667274475,07:50
6,0.6304360032081604,0.6445963978767395,0.6168224215507507,07:50
7,0.6125072240829468,0.6487032175064087,0.65887850522995,07:50
8,0.6168830990791321,0.6260039210319519,0.663551390171051,07:50
9,0.59028559923172,0.6443858742713928,0.6542056202888489,07:50
10,0.5795646905899048,0.6202744245529175,0.65887850522995,07:50
11,0.5678809285163879,0.6334099173545837,0.7242990732192993,07:50
12,0.5635519623756409,0.5984007120132446,0.7336448431015015,07:50
13,0.5960419774055481,0.6480388641357422,0.6542056202888489,07:50
14,0.5491183400154114,0.5912015438079834,0.7336448431015015,07:50
15,0.5178818106651306,0.5793561935424805,0.7289719581604004,07:51
16,0.5483790636062622,0.5836312174797058,0.6822429895401001,07:50
17,0.5334100127220154,0.578983724117279,0.7570093274116516,07:50
18,0.49669161438941956,0.5592312812805176,0.7383177280426025,07:50
19,0.46695369482040405,0.5723236799240112,0.7570093274116516,07:50
20,0.5011398792266846,0.5818712115287781,0.7383177280426025,07:50
21,0.48472559452056885,0.5447724461555481,0.7616822719573975,07:50
22,0.4808599352836609,0.6092694997787476,0.7289719581604004,07:51
23,0.45736297965049744,0.5808364748954773,0.7476635575294495,07:50
24,0.47287943959236145,0.5481166839599609,0.7710280418395996,07:50
25,0.4234769940376282,0.5200724005699158,0.7943925261497498,07:53
26,0.4358963072299957,0.6649226546287537,0.7009345889091492,07:54
27,0.4159564673900604,0.549092173576355,0.7570093274116516,07:50
28,0.4412221908569336,0.49526429176330566,0.8037382960319519,07:50
29,0.4372694492340088,0.538083016872406,0.7943925261497498,07:50
30,0.40208548307418823,0.5043942332267761,0.827102780342102,07:50
31,0.38701435923576355,0.5212947726249695,0.7943925261497498,07:50
32,0.3452434539794922,0.60919588804245,0.7336448431015015,07:50
33,0.3718661963939667,0.4726048707962036,0.822429895401001,07:51
34,0.35959500074386597,0.45443540811538696,0.8598130941390991,07:50
35,0.3192446827888489,0.4414929449558258,0.855140209197998,07:51
36,0.30979055166244507,0.4175994098186493,0.8831775784492493,07:50
37,0.28560224175453186,0.40732988715171814,0.8738317489624023,07:50
38,0.35708537697792053,0.47038671374320984,0.855140209197998,07:50
39,0.2949635982513428,0.4514332115650177,0.8598130941390991,07:49
40,0.30240413546562195,0.4490332305431366,0.84112149477005,07:50
41,0.311186820268631,0.4486443102359772,0.8691588640213013,07:50
42,0.2702113687992096,0.40782037377357483,0.8831775784492493,07:50
43,0.26023349165916443,0.40515071153640747,0.8878504633903503,07:50
44,0.2744557559490204,0.45340070128440857,0.855140209197998,07:50
45,0.2803720235824585,0.3942078649997711,0.8644859790802002,07:50
46,0.24947446584701538,0.4687345325946808,0.8831775784492493,07:51
47,0.2663075625896454,0.4111677408218384,0.8785046935081482,07:50
48,0.2629398703575134,0.5725641250610352,0.855140209197998,07:50
49,0.26675644516944885,0.4367966949939728,0.8738317489624023,07:50
50,0.22771309316158295,0.3875608444213867,0.8831775784492493,07:51
51,0.2288447767496109,0.42272627353668213,0.8598130941390991,07:50
52,0.2501622438430786,0.4236066937446594,0.8831775784492493,07:50
53,0.248810812830925,0.3934062719345093,0.9018691778182983,07:50
54,0.2373729646205902,0.4164022207260132,0.8691588640213013,07:50
55,0.21948978304862976,0.3814498782157898,0.8878504633903503,07:50
56,0.24633771181106567,0.40092507004737854,0.8971962332725525,07:50
57,0.2480626106262207,0.3912481367588043,0.8785046935081482,07:50
58,0.23086245357990265,0.388713002204895,0.8878504633903503,07:50
59,0.21666696667671204,0.38054874539375305,0.8785046935081482,07:49
60,0.2479679435491562,0.39704009890556335,0.9018691778182983,07:49
61,0.22466972470283508,0.3667133152484894,0.9112149477005005,07:50
62,0.2145746946334839,0.384375661611557,0.8925233483314514,07:50
63,0.2161289006471634,0.38944166898727417,0.8878504633903503,07:50
64,0.24108709394931793,0.4077850878238678,0.8785046935081482,07:50
65,0.2195877730846405,0.42687496542930603,0.8644859790802002,07:50
66,0.21569573879241943,0.3909558951854706,0.8785046935081482,07:50
67,0.21529319882392883,0.4130922853946686,0.8878504633903503,07:50
68,0.23032310605049133,0.4019993245601654,0.8831775784492493,07:50
69,0.2235862761735916,0.38305169343948364,0.8925233483314514,07:50
70,0.21138568222522736,0.37510955333709717,0.9158878326416016,07:50
71,0.21165995299816132,0.36350831389427185,0.9018691778182983,07:50
72,0.22183369100093842,0.37943196296691895,0.9158878326416016,07:50
73,0.21611130237579346,0.37444937229156494,0.9065420627593994,07:50
74,0.21090659499168396,0.3999270796775818,0.8785046935081482,07:50
75,0.21142208576202393,0.3695017695426941,0.9065420627593994,07:50
76,0.2115810215473175,0.3569454252719879,0.9205607771873474,07:50
77,0.21421681344509125,0.37691807746887207,0.8971962332725525,07:50
78,0.21099138259887695,0.36352163553237915,0.8925233483314514,07:50
79,0.20997564494609833,0.3617943525314331,0.9018691778182983,07:50
80,0.2102169394493103,0.363942414522171,0.9065420627593994,07:50
81,0.21316199004650116,0.36864709854125977,0.8878504633903503,07:51
82,0.207841694355011,0.3592572510242462,0.9158878326416016,07:50
83,0.2122635841369629,0.3742404580116272,0.8925233483314514,07:50
84,0.21050925552845,0.36955806612968445,0.8785046935081482,07:50
85,0.2144063413143158,0.3702649772167206,0.8971962332725525,07:50
86,0.20804280042648315,0.3667164742946625,0.9065420627593994,07:51
87,0.2061530351638794,0.3602209985256195,0.9018691778182983,07:50
88,0.20714165270328522,0.35737207531929016,0.9018691778182983,07:50
89,0.20695510506629944,0.3593548834323883,0.8878504633903503,07:50
90,0.20689991116523743,0.37326714396476746,0.8878504633903503,07:50
91,0.20705537497997284,0.36474063992500305,0.9018691778182983,07:50
92,0.21159836649894714,0.3727172017097473,0.9018691778182983,07:50
93,0.2065921574831009,0.35588905215263367,0.9205607771873474,07:51
94,0.20453278720378876,0.3524441719055176,0.9112149477005005,07:50
95,0.20567749440670013,0.37759360671043396,0.8971962332725525,07:50
96,0.20632769167423248,0.3622172772884369,0.9065420627593994,07:50
97,0.20609530806541443,0.351947546005249,0.9065420627593994,07:50
98,0.20437593758106232,0.3711696267127991,0.8878504633903503,07:50
99,0.20286953449249268,0.3631945848464966,0.9112149477005005,07:50
100,0.20828653872013092,0.39797160029411316,0.8785046935081482,07:50
101,0.2072342038154602,0.3634029030799866,0.8971962332725525,07:50
102,0.20442251861095428,0.37434402108192444,0.9065420627593994,07:50
103,0.20447257161140442,0.35933682322502136,0.9158878326416016,07:50
104,0.20327673852443695,0.35446470975875854,0.9112149477005005,07:50
105,0.2047097235918045,0.362483412027359,0.8971962332725525,07:50
106,0.20578977465629578,0.3647385835647583,0.8738317489624023,07:50
107,0.20425760746002197,0.3583585321903229,0.9158878326416016,07:50
108,0.20505955815315247,0.3556881546974182,0.9112149477005005,07:50
109,0.20411016047000885,0.3556614816188812,0.9018691778182983,07:50
110,0.20238837599754333,0.3524447977542877,0.9018691778182983,07:50
111,0.20445047318935394,0.3628704845905304,0.8925233483314514,07:50
112,0.20199720561504364,0.35150983929634094,0.9158878326416016,07:50
113,0.20160751044750214,0.36025533080101013,0.9018691778182983,07:50
114,0.2044370025396347,0.37230798602104187,0.9158878326416016,07:50
115,0.20283062756061554,0.3476884067058563,0.9158878326416016,07:51
116,0.20167522132396698,0.35465162992477417,0.9112149477005005,07:50
117,0.20227114856243134,0.3578120470046997,0.9112149477005005,07:50
118,0.20194341242313385,0.3555980622768402,0.8971962332725525,07:51
119,0.20128050446510315,0.3566272556781769,0.9018691778182983,07:51
120,0.20108471810817719,0.35597914457321167,0.9158878326416016,07:50
121,0.20136789977550507,0.3541182279586792,0.8831775784492493,07:50
122,0.20101268589496613,0.35083022713661194,0.9112149477005005,07:50
123,0.20171163976192474,0.3460031747817993,0.9158878326416016,07:50
124,0.20138929784297943,0.3497161865234375,0.9158878326416016,07:50
125,0.2007773071527481,0.350521057844162,0.9112149477005005,07:50
126,0.20049487054347992,0.34813180565834045,0.9158878326416016,07:50
127,0.20166797935962677,0.35424020886421204,0.8971962332725525,07:51
128,0.2006150335073471,0.35236844420433044,0.9065420627593994,07:50
129,0.20021167397499084,0.34960126876831055,0.9112149477005005,07:50
130,0.20034995675086975,0.3476693034172058,0.9065420627593994,07:50
131,0.20016655325889587,0.3530762791633606,0.9018691778182983,07:50
132,0.20047838985919952,0.3513461649417877,0.9065420627593994,07:50
133,0.20008058845996857,0.3447878062725067,0.9205607771873474,07:50
134,0.19998720288276672,0.34671905636787415,0.9205607771873474,07:50
135,0.19992154836654663,0.34892457723617554,0.9112149477005005,07:50
136,0.19993221759796143,0.34850335121154785,0.9205607771873474,07:50
137,0.2007254809141159,0.3540774881839752,0.9065420627593994,07:51
138,0.19988387823104858,0.3478250503540039,0.9158878326416016,07:50
139,0.19957207143306732,0.346036821603775,0.9158878326416016,07:50
140,0.1996738165616989,0.35401540994644165,0.9112149477005005,07:50
141,0.19949384033679962,0.3494073152542114,0.8971962332725525,07:51
142,0.19951412081718445,0.3471737205982208,0.9158878326416016,07:51
143,0.19985905289649963,0.34965771436691284,0.9065420627593994,07:50
144,0.19952961802482605,0.34800994396209717,0.9112149477005005,07:50
145,0.19947946071624756,0.3476313352584839,0.9065420627593994,07:51
146,0.1994650959968567,0.3482009172439575,0.9065420627593994,07:50
147,0.19947180151939392,0.3507464826107025,0.9112149477005005,07:51
148,0.19926157593727112,0.3477074205875397,0.9065420627593994,07:50
149,0.19931593537330627,0.34615835547447205,0.9158878326416016,07:50
150,0.19938212633132935,0.3475154936313629,0.9112149477005005,07:50
151,0.1992645412683487,0.34997987747192383,0.9112149477005005,07:50
152,0.19930732250213623,0.3479013442993164,0.9112149477005005,07:51
153,0.19916334748268127,0.34927108883857727,0.9112149477005005,07:50
154,0.19909924268722534,0.34633058309555054,0.9112149477005005,07:51
155,0.19919735193252563,0.35007229447364807,0.9065420627593994,07:50
156,0.1991330087184906,0.3440221846103668,0.9112149477005005,07:50
157,0.19908414781093597,0.345638632774353,0.9065420627593994,07:50
158,0.1990189403295517,0.3460153639316559,0.9158878326416016,07:51
