epoch,train_loss,valid_loss,accuracy,time
46,0.4151369035243988,0.4866092801094055,0.7990654110908508,07:50
47,0.37386205792427063,0.4381256699562073,0.8317757248878479,07:52
48,0.3961440622806549,0.519800066947937,0.7803738117218018,07:51
49,0.35984909534454346,0.45962488651275635,0.822429895401001,07:50
50,0.38080811500549316,0.4274553656578064,0.827102780342102,07:52
51,0.36824676394462585,0.5008278489112854,0.822429895401001,07:51
52,0.35394391417503357,0.4464460611343384,0.8504672646522522,07:51
53,0.3355216681957245,0.4610130190849304,0.8317757248878479,07:50
54,0.34783172607421875,0.505243718624115,0.8037382960319519,07:50
55,0.3448508381843567,0.5498166680335999,0.7990654110908508,07:50
56,0.3487769365310669,0.4147118330001831,0.8691588640213013,07:51
57,0.3157249689102173,0.43074095249176025,0.836448609828949,07:51
58,0.33128976821899414,0.4261465072631836,0.8598130941390991,07:51
59,0.3285561800003052,0.3976329267024994,0.8598130941390991,07:49
60,0.3111307919025421,0.5175440311431885,0.8084112405776978,07:50
61,0.31067660450935364,0.42688512802124023,0.8598130941390991,07:51
62,0.3109986484050751,0.4492385685443878,0.8504672646522522,07:52
63,0.30741989612579346,0.3946285545825958,0.8831775784492493,07:51
64,0.31127145886421204,0.42439916729927063,0.8457943797111511,07:51
65,0.31434375047683716,0.4048198163509369,0.8691588640213013,07:50
66,0.28482067584991455,0.3940808176994324,0.8831775784492493,07:50
67,0.2892756164073944,0.3966175317764282,0.8831775784492493,07:51
68,0.2845328152179718,0.3999843895435333,0.8785046935081482,07:51
69,0.28853076696395874,0.4084931015968323,0.8691588640213013,07:50
70,0.29296717047691345,0.40571868419647217,0.8691588640213013,07:50
71,0.2705124020576477,0.3927237391471863,0.8831775784492493,07:50
72,0.27857205271720886,0.4260047972202301,0.8598130941390991,07:51
73,0.28109627962112427,0.39672520756721497,0.8785046935081482,07:50
74,0.2653646469116211,0.4062839150428772,0.8644859790802002,07:51
75,0.25960806012153625,0.3864564299583435,0.8925233483314514,07:51
76,0.25844627618789673,0.3829841911792755,0.8925233483314514,07:51
77,0.25217440724372864,0.440178245306015,0.855140209197998,07:51
78,0.2568962872028351,0.3764518201351166,0.8831775784492493,07:51
79,0.2564614713191986,0.3747401833534241,0.8925233483314514,07:51
80,0.2595747411251068,0.38904061913490295,0.8878504633903503,07:50
81,0.25079861283302307,0.39997243881225586,0.8831775784492493,07:50
82,0.24338939785957336,0.38853105902671814,0.8878504633903503,07:51
83,0.24446071684360504,0.3908672034740448,0.8831775784492493,07:54
84,0.24117305874824524,0.39821067452430725,0.8925233483314514,07:52
85,0.24115115404129028,0.38773003220558167,0.8878504633903503,07:53
86,0.24125882983207703,0.40203335881233215,0.8785046935081482,07:50
87,0.23733747005462646,0.39056912064552307,0.8738317489624023,07:51
88,0.23909102380275726,0.38726896047592163,0.8831775784492493,07:51
89,0.23439835011959076,0.38263604044914246,0.8831775784492493,07:51
90,0.23470938205718994,0.4018828570842743,0.8644859790802002,07:51
91,0.23454850912094116,0.38035404682159424,0.8925233483314514,07:52
92,0.23720625042915344,0.3786503076553345,0.8971962332725525,07:50
93,0.24400338530540466,0.3977241516113281,0.8738317489624023,07:50
94,0.23190505802631378,0.37955331802368164,0.8831775784492493,07:50
95,0.2313816398382187,0.38768965005874634,0.8785046935081482,07:51
96,0.22950877249240875,0.3898061215877533,0.8878504633903503,07:53
97,0.22843582928180695,0.38041743636131287,0.8831775784492493,07:50
98,0.23191462457180023,0.3794938325881958,0.8785046935081482,07:50
99,0.23330563306808472,0.3759915828704834,0.8925233483314514,07:51
