epoch,train_loss,valid_loss,accuracy,time
0,0.7240087985992432,0.9085657000541687,0.4859813153743744,02:51
1,0.7200767993927002,0.6988718509674072,0.5560747385025024,02:51
2,0.7265596985816956,0.7161483764648438,0.5654205679893494,02:50
3,0.7099810242652893,0.6985152959823608,0.43457943201065063,02:51
4,0.7006359696388245,0.6820613145828247,0.5654205679893494,02:50
5,0.7027396559715271,0.711685299873352,0.43457943201065063,02:49
6,0.6963053941726685,0.7053179144859314,0.5654205679893494,02:49
7,0.6960815787315369,0.6848754286766052,0.5747663378715515,02:50
8,0.6964209079742432,0.7010203003883362,0.5607476830482483,02:50
9,0.6844881772994995,0.7135932445526123,0.5607476830482483,02:51
10,0.6889958381652832,0.691913366317749,0.5514018535614014,02:50
11,0.6814493536949158,0.7022767066955566,0.5794392228126526,02:49
12,0.6732016801834106,0.6834582090377808,0.6028037667274475,02:49
13,0.6641110181808472,0.6831079125404358,0.5934579372406006,02:50
14,0.6445474624633789,0.6754826307296753,0.5981308221817017,02:50
15,0.6337683796882629,0.6587621569633484,0.6261682510375977,02:50
16,0.6065542101860046,0.6480637788772583,0.6261682510375977,02:50
17,0.5756731629371643,0.6682597398757935,0.6214953064918518,02:48
18,0.5684370994567871,0.6429076790809631,0.644859790802002,02:49
19,0.5407299399375916,0.6290744543075562,0.6542056202888489,02:52
20,0.5177711844444275,0.603989839553833,0.7056074738502502,02:49
21,0.4984106719493866,0.6613355875015259,0.7009345889091492,02:50
22,0.49797579646110535,0.6309810876846313,0.6869158744812012,02:49
23,0.471686452627182,0.5849074125289917,0.7149532437324524,02:50
24,0.4542294442653656,0.5837318301200867,0.7009345889091492,02:52
25,0.44548338651657104,0.589455783367157,0.7149532437324524,02:53
26,0.435173362493515,0.6072339415550232,0.7102803587913513,02:51
27,0.43736669421195984,0.6123382449150085,0.7149532437324524,02:49
28,0.4200076162815094,0.6192816495895386,0.7009345889091492,02:51
29,0.4196164906024933,0.63802170753479,0.7149532437324524,02:50
30,0.40625351667404175,0.6484479308128357,0.672897219657898,02:51
31,0.38972008228302,0.5916189551353455,0.7383177280426025,02:51
32,0.38737010955810547,0.5575156807899475,0.7429906725883484,02:51
33,0.38515663146972656,0.6442846655845642,0.7149532437324524,02:49
34,0.3975260257720947,0.552840530872345,0.7570093274116516,02:50
35,0.4012657701969147,0.6379206776618958,0.6962617039680481,02:49
36,0.38363873958587646,0.664071261882782,0.6962617039680481,02:51
37,0.372288316488266,0.6319042444229126,0.7009345889091492,02:50
38,0.37385255098342896,0.6083711385726929,0.7383177280426025,02:51
39,0.3785253167152405,0.5744960904121399,0.7476635575294495,02:50
40,0.3812066912651062,0.5658876895904541,0.7616822719573975,02:49
41,0.37226107716560364,0.5772603750228882,0.7429906725883484,02:50
42,0.36862337589263916,0.5954076647758484,0.7570093274116516,02:50
43,0.3729371428489685,0.6021851897239685,0.7289719581604004,02:50
